date,close
2022-01-03,25.469270706176758
2022-01-04,25.44776725769043
2022-01-05,24.64337921142578
2022-01-06,24.273452758789062
2022-01-07,24.217531204223633
2022-01-10,24.935888290405273
2022-01-11,25.340227127075195
2022-01-12,25.3746395111084
2022-01-13,25.391845703125
2022-01-14,25.271400451660156
2022-01-18,25.48647689819336
2022-01-19,25.899423599243164
2022-01-20,25.404752731323242
2022-01-21,24.699298858642578
2022-01-24,25.572505950927734
2022-01-25,25.443464279174805
2022-01-26,25.529497146606445
2022-01-27,25.297212600708008
2022-01-28,25.38754653930664
2022-01-31,26.626379013061523
2022-02-01,27.52109718322754
2022-02-02,27.667348861694336
2022-02-03,27.17697525024414
2022-02-04,27.103849411010742
2022-02-07,28.73412322998047
2022-02-08,29.74498176574707
2022-02-09,31.83121681213379
2022-02-10,32.28287124633789
2022-02-11,32.24415969848633
2022-02-14,31.624738693237305
2022-02-15,31.616140365600586
2022-02-16,31.693567276000977
2022-02-17,30.656896591186523
2022-02-18,30.33428192138672
2022-02-22,29.3664493560791
2022-02-23,28.54916000366211
2022-02-24,29.263208389282227
2022-02-25,30.33858871459961
2022-02-28,30.841867446899414
2022-03-01,30.57517433166504
2022-03-02,32.007572174072266
2022-03-03,33.4528923034668
2022-03-04,32.60118103027344
2022-03-07,30.54936408996582
2022-03-08,30.7601375579834
2022-03-09,32.132320404052734
2022-03-10,31.56882095336914
2022-03-11,30.1450252532959
2022-03-14,29.861125946044922
2022-03-15,29.77509117126465
2022-03-16,31.336532592773438
2022-03-17,31.998979568481445
2022-03-18,32.06780242919922
2022-03-21,34.88528823852539
2022-03-22,33.7970085144043
2022-03-23,34.04219436645508
2022-03-24,34.416419982910156
2022-03-25,34.15403366088867
2022-03-28,33.4873046875
2022-03-29,35.74129104614258
2022-03-30,34.24436950683594
2022-03-31,33.267913818359375
2022-04-01,34.35620880126953
2022-04-04,33.805606842041016
2022-04-05,33.121665954589844
2022-04-06,32.48503875732422
2022-04-07,32.56247329711914
2022-04-08,33.33674621582031
2022-04-11,32.96681594848633
2022-04-12,33.5776252746582
2022-04-13,35.276729583740234
2022-04-14,36.137027740478516
2022-04-18,37.01884460449219
2022-04-19,37.892051696777344
