date,close
2026-01-09,135.7563934326172
2026-01-10,135.7270050048828
2026-01-11,139.49046325683594
2026-01-12,139.1361846923828
2026-01-13,145.36087036132812
2026-01-14,146.7528076171875
2026-01-15,142.3324432373047
2026-01-16,144.8604736328125
2026-01-17,143.72567749023438
2026-01-18,137.99542236328125
2026-01-19,133.3386993408203
2026-01-20,125.70572662353516
2026-01-21,129.3790740966797
2026-01-22,128.28834533691406
2026-01-23,127.36157989501953
2026-01-24,127.05381774902344
2026-01-25,118.77285766601562
2026-01-26,124.13972473144531
2026-01-27,127.05479431152344
2026-01-28,125.11844635009766
2026-01-29,117.60576629638672
2026-01-30,117.363037109375
2026-01-31,105.441650390625
2026-02-01,100.85052490234375
2026-02-02,104.47115325927734
2026-02-03,97.56390380859375
2026-02-04,92.02930450439453
2026-02-05,78.18741607666016
2026-02-06,87.46477508544922
2026-02-07,87.63983154296875
2026-02-08,87.04410552978516
2026-02-09,86.7017822265625
2026-02-10,82.91548156738281
2026-02-11,79.2542495727539
2026-02-12,78.34844207763672
2026-02-13,84.32254028320312
2026-02-14,88.16083526611328
2026-02-15,86.00509643554688
2026-02-16,86.42878723144531
2026-02-17,85.1976089477539
2026-02-18,81.56694793701172
2026-02-19,82.39324951171875
2026-02-20,84.6351089477539
2026-02-21,85.21113586425781
2026-02-22,82.79097747802734
2026-02-23,77.7533187866211
2026-02-24,79.0365219116211
2026-02-25,87.91560363769531
2026-02-26,85.90911865234375
2026-02-27,81.95148468017578
2026-02-28,84.36618041992188
2026-03-01,83.5776596069336
2026-03-02,86.634521484375
2026-03-03,87.0197525024414
2026-03-04,90.83426666259766
2026-03-05,88.69110870361328
2026-03-06,84.68180084228516
2026-03-07,83.1799545288086
2026-03-08,81.62458801269531
2026-03-09,84.93617248535156
2026-03-10,85.83822631835938
2026-03-11,86.56493377685547
2026-03-12,86.86779022216797
2026-03-13,88.15328979492188
2026-03-14,88.07068634033203
2026-03-15,92.25182342529297
2026-03-16,96.22372436523438
2026-03-17,94.70597076416016
2026-03-18,90.06571960449219
2026-03-19,88.9178466796875
2026-03-20,89.85356903076172
2026-03-21,87.46537017822266
2026-03-22,86.12834930419922
2026-03-23,91.42407989501953
2026-03-24,90.82242584228516
2026-03-25,91.70822143554688
2026-03-26,86.44393157958984
2026-03-27,83.01882934570312
2026-03-28,82.0156021118164
2026-03-29,81.42240142822266
2026-03-30,82.44405364990234
2026-03-31,83.10646057128906
2026-04-01,81.19525909423828
2026-04-02,78.9513168334961
2026-04-03,80.36854553222656
2026-04-04,80.80838012695312
2026-04-05,81.8544921875
2026-04-06,80.15157318115234
2026-04-07,85.64801025390625
2026-04-08,82.58169555664062
